,ID,Condition,Sentence,Construction,Semantic_Role,Prompt_GPT,Prompt_BERT,Verb_to_retrieve,DObj_to_retrieve
118,24.0,AT - AT,"The swimmer will assign a mission, and the father will a job.",Pseudo-gapping,Agent,"The swimmer will assign a mission, and the father will a job. What the father will do is","The swimmer will assign a mission, and the father will a job. What the father will do is [MASK] a mission.",assign,mission
119,24.0,T - SP violation,"The sergeant will assign a mission, and the duck will a job.",Pseudo-gapping,Agent,"The sergeant will assign a mission, and the duck will a job. What the duck will do is","The sergeant will assign a mission, and the duck will a job. What the duck will do is [MASK] a mission.",assign,mission
120,25.0,T - T,"The child will lend a pen, and the usurer will the money.",Pseudo-gapping,Agent,"The child will lend a pen, and the usurer will the money. What the usurer will do is","The child will lend a pen, and the usurer will the money. What the usurer will do is [MASK] a pen.",lend,pen
121,25.0,T - AT,"The child will lend a pen, and the artist will the money.",Pseudo-gapping,Agent,"The child will lend a pen, and the artist will the money. What the artist will do is","The child will lend a pen, and the artist will the money. What the artist will do is [MASK] a pen.",lend,pen
122,25.0,AT - T,"The traveller will lend a pen, and the usurer will the money.",Pseudo-gapping,Agent,"The traveller will lend a pen, and the usurer will the money. What the usurer will do is","The traveller will lend a pen, and the usurer will the money. What the usurer will do is [MASK] a pen.",lend,pen
123,25.0,AT - AT,"The traveller will lend a pen, and the artist will the money.",Pseudo-gapping,Agent,"The traveller will lend a pen, and the artist will the money. What the artist will do is","The traveller will lend a pen, and the artist will the money. What the artist will do is [MASK] a pen.",lend,pen
124,25.0,T - SP violation,"The child will lend a pen, and the computer will the money.",Pseudo-gapping,Agent,"The child will lend a pen, and the computer will the money. What the computer will do is","The child will lend a pen, and the computer will the money. What the computer will do is [MASK] a pen.",lend,pen
125,26.0,T - T,"The journalist writes an article, and the professor a book.",Gapping,Patient,"The journalist writes an article, and the professor a book. What the professor does is","The journalist writes an article, and the professor a book. What the professor does is [MASK] a book.",write,book
126,26.0,T - AT,"The journalist writes an article, and the professor a magazine.",Gapping,Patient,"The journalist writes an article, and the professor a magazine. What the professor does is","The journalist writes an article, and the professor a magazine. What the professor does is [MASK] a magazine.",write,magazine
127,26.0,AT - T,"The journalist writes a song, and the professor a book.",Gapping,Patient,"The journalist writes a song, and the professor a book. What the professor does is","The journalist writes a song, and the professor a book. What the professor does is [MASK] a book.",write,book
128,26.0,AT - AT,"The journalist writes a song, and the professor a magazine. ",Gapping,Patient,"The journalist writes a song, and the professor a magazine.  What the professor does is","The journalist writes a song, and the professor a magazine.  What the professor does is [MASK] a magazine.",write,magazine
129,26.0,T - SP violation,"The journalist writes an article, and the professor an apple.",Gapping,Patient,"The journalist writes an article, and the professor an apple. What the professor does is","The journalist writes an article, and the professor an apple. What the professor does is [MASK] an apple.",write,apple
130,27.0,T - T,"The violinist will play the violin, and the musician a song.",Gapping,Patient,"The violinist will play the violin, and the musician a song. What the musician will do is","The violinist will play the violin, and the musician a song. What the musician will do is [MASK] a song.",play,song
131,27.0,T - AT,"The violinist will play the violin, and the musician the flute.",Gapping,Patient,"The violinist will play the violin, and the musician the flute. What the musician will do is","The violinist will play the violin, and the musician the flute. What the musician will do is [MASK] the flute.",play,flute
132,27.0,AT - T,"The violinist will play the trumpet, and the musician a song.",Gapping,Patient,"The violinist will play the trumpet, and the musician a song. What the musician will do is","The violinist will play the trumpet, and the musician a song. What the musician will do is [MASK] a song.",play,song
133,27.0,AT - AT,"The violinist will play the trumpet, and the musician the flute.",Gapping,Patient,"The violinist will play the trumpet, and the musician the flute. What the musician will do is","The violinist will play the trumpet, and the musician the flute. What the musician will do is [MASK] the flute.",play,flute
134,27.0,T - SP violation,"The violinist will play the violin, and the musician the water.",Gapping,Patient,"The violinist will play the violin, and the musician the water.  What the musician will do is","The violinist will play the violin, and the musician the water.  What the musician will do is [MASK] the water.",play,water
135,28.0,T - T,"The florist sells flowers, and the butcher meat.",Gapping,Patient,"The florist sells flowers, and the butcher meat. What the butcher does is","The florist sells flowers, and the butcher meat. What the butcher does is [MASK] meat.",sell,meat
136,28.0,T - AT,"The florist sells flowers, and the butcher weapons.",Gapping,Patient,"The florist sells flowers, and the butcher weapons. What the butcher does is","The florist sells flowers, and the butcher weapons. What the butcher does is [MASK] weapons.",sell,weapons
137,28.0,AT - T,"The florist sells bikes, and the butcher meat.",Gapping,Patient,"The florist sells bikes, and the butcher meat. What the butcher does is","The florist sells bikes, and the butcher meat. What the butcher does is [MASK] meat.",sell,meat
138,28.0,AT - AT,"The florist sells bikes, and the butcher weapons.",Gapping,Patient,"The florist sells bikes, and the butcher weapons. What the butcher does is","The florist sells bikes, and the butcher weapons. What the butcher does is [MASK] weapons.",sell,weapons
139,28.0,T - SP violation,"The florist sells flowers, and the butcher the air.",Gapping,Patient,"The florist sells flowers, and the butcher the air. What the butcher does is","The florist sells flowers, and the butcher the air. What the butcher does is [MASK] the air.",sell,air
140,29.0,T - T,"The knight holds the sword, and the champion the cup.",Gapping,Patient,"The knight holds the sword, and the champion the cup. What the champions does is","The knight holds the sword, and the champion the cup. What the champions does is [MASK] the cup.",hold,cup
141,29.0,T - AT,"The knight holds the sword, and the champion the guitar.",Gapping,Patient,"The knight holds the sword, and the champion the guitar. What the champions does is","The knight holds the sword, and the champion the guitar. What the champions does is [MASK] the guitar.",hold,guitar
142,29.0,AT - T,"The knight holds the camera, and the champion the cup.",Gapping,Patient,"The knight holds the camera, and the champion the cup. What the champions does is","The knight holds the camera, and the champion the cup. What the champions does is [MASK] the cup.",hold,cup
143,29.0,AT - AT,"The knight holds the camera, and the champion the guitar.",Gapping,Patient,"The knight holds the camera, and the champion the guitar. What the champions does is","The knight holds the camera, and the champion the guitar. What the champions does is [MASK] the guitar.",hold,guitar
144,29.0,T - SP violation,"The knight holds the sword, and the champion the rain.",Gapping,Patient,"The knight holds the sword, and the champion the rain. What the champions does is","The knight holds the sword, and the champion the rain. What the champions does is [MASK] the rain.",hold,rain
145,30.0,T - T,"The businessman is reading the report, and the customer the menu.",Gapping,Patient,"The businessman is reading the report, and the customer the menu. What the customer is doing is","The businessman is reading the report, and the customer the menu. What the customer is doing is [MASK] the menu.",read,menu
146,30.0,T - AT,"The businessman is reading the report, and the customer the music.",Gapping,Patient,"The businessman is reading the report, and the customer the music. What the customer is doing is","The businessman is reading the report, and the customer the music. What the customer is doing is [MASK] the music.",read,music
147,30.0,AT - T,"The businessman is reading fables, and the customer the menu.",Gapping,Patient,"The businessman is reading fables, and the customer the menu. What the customer is doing is","The businessman is reading fables, and the customer the menu. What the customer is doing is [MASK] the menu.",read,menu
148,30.0,AT - AT,"The businessman is reading fables, and the customer the music.",Gapping,Patient,"The businessman is reading fables, and the customer the music. What the customer is doing is","The businessman is reading fables, and the customer the music. What the customer is doing is [MASK] the music.",read,music
